Mint_Adress, Dev_Total_count,Dev_Total_migrated_count,Type,LiquiditySOL,LiquidityToken,priceSOL,priceUsd,tokenAmount,totalSOL,TotalUSd,InnerIndex,OuterIndex,initialLiquiditySOL,InitialLiquidityToken,Supply,top10Holders,LpBurner,has_freezeAUthority,slot,DexPaid, Socials, Is_updated,CreatorRiskLevel,CreatorRugcount,CreatorTokenCount,Amount_topMarketCapcoins,Amount_topOgCoins,top10HoldersPercent,DevHoldsPercent,SniperHoldPercent,InsiderHoldPercent,BundlersHoldPercent,numHolders,numBotUsers,totalPairfeesPaid
GpQYL7wSfs5j1KuDQughmL9bwncQ9C1EropWmz5Bpump, 1898, 4, , 0, nan, nan, 0, nan, nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 0, 100, 4, nan, 200, 1, 1,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000
5NjN4ZY44xvPgyZMC4RBPudJwnJhCACn5TjMcEQpxeBA, 1, 0, sell, 0, 9727494121, 0, 0, 3114694101, 0, 0, 5, 0, 0, 500000000, 10000000000, 14, 100, 55, 352687293, 5, 1, 1,2.529424, 0.000000, 0.000000, 0.000000, 0.724513, 10, 0, 0.219338
A4MnR4WQ4SMUHW9mXUYbVpcHv2AumVx2yReEpG5RjpnP, 1, 0, sell, 0, 8817515, 0, 0, 8226676, 0, 0, -1, 2, 9, 900000000, 75640090, 88, 0, 79, 0, 255, 1, 1,88.290879, 0.000000, 0.000000, 88.290879, 0.000000, 3, 0, 0.000000
4sSkCVZRjbCyixuyiVpzH9enTWnQ1TXDPqfjPAsbNyZS, 38, 0, , 0, -nan, nan, 0, -nan, -nan, nan, 1442184904, -1, 5, 100000002, 11569631, 68, 0, 4, nan, 200, 1, 1,67.592007, 0.000000, 0.000000, 67.592007, 0.000000, 6, 1, 0.000000
YLmHHTLwdATaFzdzmHSHBtNEsMVYdpSKx8d8brM7xU5, 1, 0, sell, 0, 67128, 0, 0, 38863, 0, 0, -1, 2, 85, 100000000, 100000000, 0, 0, 74, 0, 255, 1, 1,0.262231, 0.000000, 0.000000, 0.262231, 0.000000, 5, 0, 0.000000
FvgDWzKMA9UAkCTQ1WTv3MtTuGWCkqJyEubQa5Jxpump, 0, 0, sell, 19, 970879397, 0, 0, 40158, 0, 0, 5, 2, 79, 206900000, 999990170, 13, 100, 18, 0, 5, 1, 1,1.748690, 0.000000, 0.000000, 3.008527, 0.000000, 148, 28, 0.004466
6myRZJ6qFbJyA39GTrDGCTgvsxdFTaVkbz7bCKEAGtT1, 2712, 0, sell, 0, 2671735, 0, 0, 2406274, 0, 0, 0, 3, 79, 206900000, 4872256, 100, 0, 253, 0, 0, 1, 1,44.989236, 0.000000, 0.000000, 44.989386, 0.000000, 11, 0, 0.000000
EDFzmiehpnqnARThVJPUUFqJ9vTaF4h8VrG9cB3Ky4CU, 1, 0, buy, 0, 477659, 0, 0, 19238380, 0, 0, 8, 0, 12, 30000000, 509729250, 96, 0, 226, 0, 8, 1, 1,95.614321, 89.020284, 0.000000, 95.614321, 0.000000, 4, 0, 0.000000
8dhVi6VfjUetjwyj95TbqTwCEjfhhAPL3kvkiuSUKyqZ, 1, 0, sell, 0, 80782, 0, 0, 9559, 0, 0, -1, 4, 1598, 7900000000, 7900000000, 0, 0, 201, 0, 255, 1, 1,0.033192, 0.000000, 0.000319, 0.000001, 0.000000, 13, 0, 0.000000
4Uy5xBrv4sWjAHLbNpq9hJeYt35mTskDYEgtaaZupump, 23, 0, , 0, nan, nan, 0, nan, nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 0, 100, 4, nan, 200, 1, 1,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2, 0, 0.000000
nBRBiBR8xQ14HCXyu1fcYXsVVF9J1ENEvSEgny1pump, 1, 0, sell, 0, 53771, 0, 0, 19403, 0, 0, -1, 1, 698, 206900000, 206900000, 0, 0, 175, 0, 255, 1, 1,0.084838, 0.000000, 0.000000, 0.000000, 0.000096, 12, 2, 0.000000
V5nbQcnwL5gJshmx6STmjoX18fLLoDaru1m2geGpump, 0, 0, sell, 21, 927837464, 0, 0, 8068, 0, 0, -1, 5, 79, 206900000, 999540955, 17, 100, 202, 0, 255, 1, 1,16.028537, 0.000000, 0.000000, 6.617284, 0.000000, 228, 86, 0.003330
DitJ6MpvzoydJP9b6f1YTXHNpa9CdBmKPzesjbt5L1kQ, 16, 0, sell, 0, 601343431, 0, 0, 153315, 0, 0, -1, 1, 1, 50000000, 1000000000, 14, 100, 188, 0, 255, 1, 1,39.793373, 0.000000, 0.005330, 0.000000, 0.005437, 8, 1, 0.000000
5YPpdaFU3AfDAT3gb4DjYmjcfu9huuGaLJBxB8Sapump, 1595, 3, , 0, nan, nan, 0, nan, nan, nan, 1442184904, -1, 30, 1073000000, 999999999, 0, 100, 4, nan, 200, 1, 1,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000
Bn4nBhQa2JAFGhSbjqgC9dCYMyAF3CGEaAzshbaapump, 23, 0, , 0, -nan, nan, 0, -nan, -nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 0, 100, 4, nan, 200, 1, 1,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 0, 0.000000
FPCiQD3FQv4TzinaXfphopSNDMMxmEeNELtSYEPVavHJ, 1, 0, sell, 0, 949620, 0, 0, 718, 0, 0, 0, 3, 760, 3900000000, 3900000000, 1, 0, 151, 0, 0, 1, 1,0.004722, 0.000000, 0.000000, 0.000774, 0.000000, 3, 0, 0.000000
77WiErwWfLhBnaBYwGjkhiPq7sW7uWrqPtAhQb3Wpump, 0, 0, buy, 17, 981337496, 0, 0, 416703, 0, 1, -1, 6, 79, 206900000, 999995082, 17, 100, 63, 1, 255, 1, 1,1.528729, 0.000000, 0.000000, 1.634636, 0.000000, 36, 3, 0.001171
iLmvXrNTQ5RLNgnV2tCtbgScJhsVqpz8spDsLYrpump, 1, 0, sell, 0, 156015, 0, 0, 155874, 0, 0, -1, 1, 150, 500000000, 999975116, 47, 0, 126, 0, 255, 1, 1,0.272801, 0.000000, 0.028473, 0.026928, 0.033989, 7, 1, 0.000000
Ai2WwE66oTvTiagsPPRR1XZ9f3N3RRqo86oqnFK94nbu, 1, 0, sell, 0, 53232705, 0, 0, 47089060, 0, 0, -1, 2, 10, 800000000, 958689313, 94, 0, 184, 0, 255, 1, 1,93.143245, 92.101722, 0.000000, 93.311243, 0.000000, 20, 0, 0.000000
GSgwocrA7yDmjAbNnaZcjmQ6SYFcXYwc9SCNUVdHpump, 0, 0, sell, 24, 815726626, 0, 0, 23712, 0, 0, 0, 3, 79, 206900000, 999994317, 19, 100, 182, 0, 0, 1, 1,11.470801, 0.000000, 0.000000, 17.565852, 0.000000, 433, 27, 0.017202
5qBECJ944XQpCRkiEgQigkTEXMNtQMmNAApHpJFjkMVn, 10, 0, sell, 0, 763970797, 0, 0, 162, 0, 0, -1, 4, 1, 50000000, 1000001000, 14, 100, 201, 0, 255, 1, 1,23.582858, 0.000000, 0.002758, 0.000100, 0.002676, 12, 1, 0.000105
8mkbBPbbszm2Z2W66uPnLjirj4oQvTjxeqwzecFNpump, 3632, 14, , 0, -nan, nan, 0, -nan, -nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 0, 100, 4, nan, 200, 1, 1,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000
EuAnjwuecYeRyzGdtE4qKiVvy29CZc4K5A1ea3nz7Bmz, 2, 0, sell, 0, 45148209, 0, 0, 7706514, 0, 0, 0, 2, 3, 900000000, 1000000000, 59, 0, 253, 0, 0, 1, 1,62.901371, 52.310113, 0.000000, 64.152764, 0.000000, 20, 1, 0.000000
Ct6oyB49M7ybWxoFZxCyEATU67JxC33H6e9qoYZ37Fc8, 1, 0, sell, 9, 99780398, 0, 0, 198670, 0, 3, -1, 4, 11, 80000000, 99995934, 0, 100, 223, 3, 255, 1, 1,0.177855, 0.000000, 0.000000, 0.177855, 0.000000, 3, 1, 0.000000
4dKNnNTs2gLvzuH6J93ZbErhdcuphyRAXGnbtZHGX7Si, 1, 0, sell, 0, 480559967, 0, 0, 346442, 0, 0, -1, 1, 1, 50000000, 1000001000, 14, 100, 209, 0, 255, 1, 1,51.699996, 0.000000, 0.072213, 0.072213, 0.072320, 8, 0, 0.000000
GVVu5khFcidGJoFV2najqHmpkN3WYH2LPzPnzmeYpump, 910, 4, , 0, -nan, nan, 0, -nan, -nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 0, 100, 4, nan, 200, 1, 1,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000
6mj1McR1CVCpdpbfg4pCW5s8PgzGWUukpspesrmV9cJ7, 2, 0, sell, 0, 3388681, 0, 0, 403838, 0, 0, 0, 2, 10, 98000000, 96454010, 74, 0, 99, 0, 0, 1, 1,72.721203, 48.076395, 0.000000, 84.249174, 0.000000, 29, 4, 0.000000
GXGrSh41Rr8MwY98oQtKwQEB1sFurrkiQ4xzE1Hf9sLA, 5, 1, sell, 0, 1825328652, 0, 0, 14024826, 0, 0, 0, 2, 1, 10000000, 2000000000, 65, 14024826, 87, 0, 0, 1, 1,5.054474, 0.000000, 0.000000, 5.059435, 0.000000, 18, 2, 0.000000
3hzfm6Dyy9SQB7zx4aUVVGQx6fv7DV3Pz49xqxXNuKGs, 1, 0, sell, 0, 79664, 0, 0, 4128, 0, 0, -1, 4, 4, 10000000, 9767323, 66, 0, 151, 0, 255, 1, 1,66.105086, 18.193647, 0.000000, 96.790108, 0.000000, 79, 5, 0.000000
Bhe5dMaAozi6YPMB6pgJYuRzcmBaVUkK1cdy91nNzjRD, 144, 0, sell, 0, 7229873596091, 0, 0, 19174976243, 0, 0, -1, 2, 11, 999999999, 9224372036854, 100, 100, 80, 0, 255, 1, 1,0.000186, 0.000000, 0.000000, 0.000190, 0.000000, 19, 1, 0.000000
9TFMaRmxT2hCn5vos7bBeauGNJsfhvvVYCfHc2N7pump, 4, 0, , 0, -nan, nan, 0, -nan, -nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 0, 100, 4, nan, 200, 1, 1,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 0, 0.000000
DV4WhNjkVVFvR6zxUJUAygEuDznsBbPZQCUmanT5z79n, 1, 0, , 0, nan, nan, 0, nan, nan, nan, 1442184904, -1, 250, 100000000, 1500101358011, 0, 98, 4, nan, 200, 1, 1,0.000037, 0.000000, 0.000000, 0.000037, 0.000000, 6, 0, 0.000000
6YRHd3zUFWkvnnVFjfNPM4RVzgwSDsZRu3y6EEkqhz2S, 1, 0, sell, 0, 929547037, 0, 0, 442361164, 0, 105, 0, 4, 1, 500000000, 998045452, 15, 100, 148, 105, 0, 1, 1,1.184806, 0.000000, 0.000000, 1.184806, 0.000000, 5, 0, 0.000000
LMtAR2KMBZhgx9YJqzwcxeiRq3UczLENxe5qfSExm4H, 1, 0, sell, 0, 4001356, 0, 0, 265103, 0, 0, -1, 2, 8, 10000000, 891664269, 100, 0, 58, 0, 255, 1, 1,99.551249, 99.551249, 0.000000, 99.551249, 0.000000, 1, 0, 0.000000
4P3JuWQVb6rZzRo2DdBsVJbK7a7j1oQPVBxhaKobeL1G, 3, 0, sell, 0, 1058625, 0, 0, 529380, 0, 0, -1, 3, 705, 8500000000, 8500000000, 0, 0, 237, 0, 255, 1, 1,0.065416, 0.000000, 0.000000, 0.065416, 0.000000, 9, 1, 0.000000
FzFMetferUUn7UWD8Vz2saE9LGvcPanG1Zz87w8epump, 1, 0, , 0, -nan, nan, 0, -nan, -nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 1, 100, 4, nan, 200, 1, 1,0.022539, 0.000000, 0.000000, 0.022539, 0.000000, 1, 0, 0.000000
4Sear9EHuij2saxctce59FPXUHoN6mFVyanXreuWAHEg, 9, 0, , 0, -nan, nan, 0, -nan, -nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 1, 100, 4, nan, 200, 1, 1,0.710514, 0.000000, 0.000000, 0.710514, 0.000000, 4, 0, 0.000000
GKtnaHJZVmAKPTFcVEujuL6vLyqUpyDEHKwSsrpQbiwN, 2, 0, sell, 0, 159371, 0, 0, 3231, 0, 0, 0, 2, 6, 950000000, 1000000000, 66, 0, 134, 0, 0, 1, 1,66.089692, 46.239206, 0.000000, 96.601480, 0.000000, 36, 0, 0.000000
B4QSA8BvCgEqMbapnekKWfroep1kpUQFhzK9iGAZvnQD, 889, 0, sell, 0, 13371, 0, 0, 2501, 0, 0, -1, 3, 200, 1300000000, 1299997848, 100, 0, 182, 0, 255, 1, 1,0.129163, 0.000000, 0.000000, 0.129163, 0.000000, 4, 0, 0.000000
86knq41FihyWNSji6oLjDYMj1aTWBkm8o3b3Skb1EpqX, 1, 0, sell, 0, 8130, 0, 0, 2613, 0, 0, -1, 3, 10, 850000, 999901, 100, 0, 186, 0, 255, 1, 1,99.186133, 99.145230, 0.000000, 99.186133, 0.000000, 3, 0, 0.000000
GYqbptLhqyNkKcxHZba7Zjr898wPDVPkzZFYAgbspump, 1, 0, , 0, -nan, nan, 0, -nan, -nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 16, 100, 4, nan, 200, 1, 1,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000
GRKKu1EhU9T2Vb3Wn1HnP6YmqJaikyLghBmFjuDF7GSY, 1, 0, sell, 0, 116086302, 0, 0, 99711846, 0, 0, -1, 3, 8, 800000000, 711916287, 96, 0, 241, 0, 255, 1, 1,82.641482, 72.265311, 0.000000, 83.596622, 0.000000, 16, 2, 0.000000
83Uvetjkq8n2SkXvHKhHGBBF7eFkb2GEgZDhZbEhpump, 1, 0, , 0, -nan, nan, 0, -nan, -nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 1, 100, 4, nan, 200, 1, 1,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 0, 0.000000
vnH3nYSB7qdkMeXnkHDx77pbgRvKaYdb4ogc3ZPr9Vx, 1, 0, sell, 0, 17888, 0, 0, 1123, 0, 0, -1, 0, 150, 1000000000, 1000000000, 0, 1123, 152, 350454658, 255, 1, 1,0.575160, 0.000000, 0.123029, 0.000000, 0.127047, 8, 0, 0.003958
W32V3LvssNqaiXbZDKVw2qAKjGYcp6Y9Ho2Th11P7s9, 1, 0, sell, 0, 6345167, 0, 0, 3202482, 0, 0, -1, 3, 30, 800000000, 973190576, 98, 0, 176, 0, 255, 1, 1,97.966569, 89.433774, 0.000000, 98.975875, 0.000000, 18, 4, 0.000000
JBfGBEao3VvEMh4d3AvJxbHDQm62An3AbEoBEtDwdqr2, 17, 0, sell, 0, 8714941015, 0, 0, 2533512, 0, 0, -1, 1, 1, 500000000, 10000000000, 13, 100, 53, 0, 255, 1, 1,20.456152, 0.000000, 0.000000, 0.000000, 0.000000, 10, 0, 0.000000
zpcDvbgNa4KwWugA1KLMEuG7CAfcR7ntt4WNKCifPsQ, 1, 0, sell, 0, 7199141, 0, 0, 4314221, 0, 0, -1, 2, 5, 1000000000, 109796094, 91, 0, 164, 0, 255, 1, 1,91.338273, 80.743410, 0.000000, 92.814406, 0.000000, 21, 1, 0.000000
7vmUgehMmuNtdhcQkZ9ueK1JnxmfWnSUsMdGPgoyyoAc, 7, 0, sell, 0, 36740, 0, 0, 19151, 0, 0, -1, 2, 10, 1000000000, 984145567, 100, 0, 11, 0, 255, 1, 1,99.986767, 98.571587, 0.000000, 99.986767, 0.000000, 3, 1, 0.000000
EJ4EgTq1XjpmhSPhZmCgJ8U7yXt4dvkdKK4ReHtxbus3, 67, 0, sell, 0, 936613670, 0, 0, 198, 0, 0, 0, 4, 2, 99000000, 999999999, 21, 100, 54, 0, 0, 1, 1,5.659118, 0.000000, 0.000000, 5.660241, 0.000000, 14, 1, 0.000000
86C7FPWHHg7qwdTGQnMPmqJLuF6f13Erc2Qv87veC14p, 7, 0, sell, 0, 1890220580, 0, 0, 1508068827, 0, 0, -1, 3, 10, 12000000000, 11092078302, 83, 0, 151, 0, 255, 1, 1,0.800567, 0.000000, 0.000000, 0.800567, 0.000000, 7, 0, 0.000000
E73z8fzseUaAAmFGozCMzvYxBSQmcMwe1eT3TGszX769, 1, 0, sell, 0, 24322460, 0, 0, 1427540, 0, 0, -1, 4, 25, 220000000, 215008006, 99, 0, 151, 0, 255, 1, 1,88.459731, 86.226563, 0.000000, 88.687578, 0.000000, 16, 2, 0.000015
A69nyX6VPU5d7vvQeDU8N5LqcZL3htaHSBbjs2Qpump, 1, 0, sell, 0, 2618, 0, 0, 10, 0, 0, -1, 4, 686, 206900000, 206900000, 27, 10, 151, 0, 255, 1, 1,0.041735, 0.000000, 0.017874, 0.000009, 0.000000, 18, 0, 0.000000
Bh3NcPWGbUvYC3nVc3Hj5VmVGVs48hNrBq6MKBWMgH2n, 1, 0, sell, 0, 2998008, 0, 0, 2852729, 0, 0, -1, 2, 5, 9000000, 999838714, 100, 0, 214, 0, 255, 1, 1,99.694454, 99.657099, 0.000000, 99.694454, 0.000000, 7, 0, 0.000000
3vqKjmgNAJQv3QQQknEqjMN8db4aHVk4qs9WtCqw4dxP, 1, 0, sell, 0, 597233204, 0, 0, 864, 0, 0, -1, 4, 10, 720000, 1000998818, 41, 0, 241, 0, 255, 1, 1,40.336022, 0.999005, 0.000000, 40.336022, 0.000000, 5, 1, 0.000011
73tzBFhAh5qcFSUQUupDDnZuvdZraPvQPurDB5yf9Y3L, 1, 0, sell, 6, 9431802, 0, 0, 7413, 0, 1, 0, 4, 5, 10000000, 9975537, 5, 100, 109, 1, 0, 1, 1,4.789270, 0.000000, 0.000000, 5.283740, 0.000000, 41, 5, 0.000029
FZpQNVVH4PMRLjEZPF4XcHUfQRj96imJ9YNJuU5L2wSo, 1, 0, sell, 0, 96814, 0, 0, 35285, 0, 0, -1, 2, 9, 950000, 693482, 82, 0, 144, 0, 255, 1, 1,70.881996, 48.206340, 0.000000, 73.760364, 0.000000, 22, 1, 0.000000
ENgQ67HH41kKZt4TByhMUrcJN91TXNy34mZqkVcCUzQA, 1, 0, buy, 0, 14544, 0, 0, 33744, 0, 0, -1, 4, 2468, 206900000, 206900000, 0, 0, 44, 0, 255, 1, 1,0.043735, 0.000000, 0.000000, 0.001412, 0.000000, 15, 3, 0.000101
Ek3yGhDnGh8cust6JLVAMeE9dGJtHfz3F1Do3Xf5iTit, 1, 0, , 0, -nan, nan, 0, -nan, -nan, nan, 1442184904, -1, 5, 1000000000, 1000000000, 13, 100, 4, nan, 200, 1, 1,1.474161, 0.000000, 0.000000, 1.998332, 0.000000, 28, 1, 0.000000
ZRPp7WJWvmvXiyBW7zyNbYix3oTHH3W8XRJhxZsNpNG, 1, 0, sell, 7, 842209, 0, 0, 252, 0, 0, -1, 4, 5, 1000000, 989365, 14, 100, 212, 0, 255, 1, 1,8.505533, 0.000000, 0.000000, 14.521318, 0.000000, 239, 17, 0.005159
GuhK8Reo99YW73htWx2NLPGCSUDA8TiPivmn8kckpump, 118, 0, , 0, nan, nan, 0, nan, nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 0, 100, 4, nan, 200, 1, 1,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 0, 0.000000
375wMKqdeuBPmX1kLuuNRit7Pnf2juonVVmUdbUjpump, 1, 0, , 0, nan, nan, 0, nan, nan, nan, 1442184904, -1, 30, 1073000000, 1000000000, 3, 100, 4, nan, 200, 1, 1,0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0, 0.000000
37R5zAzfmRv5XYcbQoLJHVDgkxq7bPL8ywpEcjQ1dD7u, 0, 0, sell, 0, 7230060, 0, 0, 7020704, 0, 0, -1, 2, 0, 7230060, 45448160, 100, 0, 226, 0, 255, 1, 1,79.732821, 0.000000, 0.000000, 79.732821, 0.000000, 7, 0, 0.000000
EoVyUw6bjot3h9d8tpbwy1FgntQ28GwqPMuHhnvvMunv, 1, 0, sell, 0, 12347, 0, 0, 65, 0, 0, -1, 2, 2468, 206900000, 206900000, 84, 0, 216, 0, 255, 1, 1,0.015909, 0.000000, 0.000198, 0.000000, 0.000000, 13, 1, 0.000000
5SF1WFiJcu6gfNbxNFhTKpS1UWZ6aiBH58QHgr4B4jVc, 1, 0, sell, 0, 990446477, 0, 0, 989477131, 0, 0, -1, 2, 10, 1000000000, 1000000000, 100, 100, 80, 0, 255, 1, 1,0.954418, 0.000000, 0.000000, 0.955193, 0.000000, 19, 1, 0.000000
4mccyzJwYxmfTWJeUrsVt7Kkv6G1tiLjKc9rStYxE83n, BNUX9Xu5y2wJahFZdT6a5fN4W9xXUUE2zVt8vodtpump, 0, 0, sell, 46, 639139081, 0, 0, 103723, 0, 1, 0, 3, 79, 206900000, 999655906, 26, 100, 134, 1, 0, 1, 1,14.374257, 0.000000, 0.000000, 34.694559, 0.000000, 1134, 135, 0.031663
C3EbQNN71wccEfG6jQqbfKv7mrq6hVG2NyxP5Vhcic7L, 1, 0, , 0, nan, nan, 0, nan, nan, nan, 1442184904, -1, 3, 10000000, 10000000, 12, 100, 4, nan, 200, 1, 1,0.669208, 0.000000, 0.000000, 0.669626, 0.000000, 104, 0, 0.000000
7sTEE67kQCzygLqibsq2LQwmXr7mME4JfthjKWipump, 0, 0, buy, 17, 989319123, 0, 0, 419178, 0, 1, -1, 7, 79, 206900000, 1000000000, 7, 100, 63, 1, 255, 1, 1,1.058147, 0.000000, 0.000000, 0.000000, 0.028590, 13, 5, 0.000367
9h9foDroFMN3JMvYtSTbPBvoenrDXj5LFNmMHd3bL7cE, 1, 0, , 0, nan, nan, 0, nan, nan, nan, 1442184904, -1, 40, 17000000000, 16292108025, 98, 0, 4, nan, 200, 1, 1,2.597693, 0.000000, 0.000000, 2.642284, 0.000000, 12, 0, 0.000000
5jwrEVt6NEscNTqvfxr4CQ5Gx7cuyYSXjigmJCRqt4YF, 1, 0, sell, 0, 7608847, 0, 0, 844333, 0, 0, 5, 2, 5, 50000000, 100000000, 54, 0, 151, 0, 5, 1, 1,69.046854, 54.606433, 0.000000, 75.228101, 0.000000, 154, 20, 0.000000
EoRGrm8Tim8xu8UFQFsxUn3mhST4LidvYfT1LtN8YHYS, 1, 0, sell, 0, 69230, 0, 0, 6732, 0, 0, -1, 3, 250, 2082600000, 8028037, 99, 0, 192, 0, 255, 1, 1,97.519897, 0.000000, 0.000000, 97.519897, 0.000000, 6, 0, 0.000000
DoHYsqSLvYt724e24PABxVs57ZQ6dt1JGxSge9vWeP4g, 2, 0, sell, 0, 993443966, 0, 0, 18525413, 0, 0, 5, 2, 1, 50000000, 1000000000, 14, 100, 208, 0, 5, 1, 1,0.272819, 0.000000, 0.005217, 0.000000, 0.001924, 10, 5, 0.000006
Hi5rDCk8dG9MNUFMzUi2wibt6vsjTS8QdKor8MH7siJX, 1, 0, sell, 3, 9415343, 0, 0, 32383, 0, 1, 0, 4, 5, 5000000, 9980907, 6, 99, 69, 1, 0, 1, 1,4.682933, 0.000000, 0.000000, 4.769774, 0.000000, 19, 2, 0.000000
C4dw57hdHkGaTKBDxnGjDjXn1p3LV5xGcjfHsuLkwDDS, 1, 0, sell, 0, 13310139, 0, 0, 3220888, 0, 0, -1, 2, 10, 600000000, 965534867, 99, 0, 201, 0, 255, 1, 1,96.610250, 95.239240, 0.000000, 96.712662, 0.000000, 14, 0, 0.000000
G8UQkfYtBEFUe9Gjj9cBUxPrJqdDKPDZQ4VyFzYqiYT8, 2, 0, sell, 0, 13701207, 0, 0, 11856732, 0, 0, -1, 2, 8, 900000000, 68025334, 80, 0, 253, 0, 255, 1, 1,79.844433, 0.000000, 0.000000, 79.844433, 0.000000, 7, 0, 0.000000
